condition,augmentation_family,method,normal_train_used,real_anomaly_seed_used,generated_anomaly_used,total_anomaly_train_used,normal_to_anomaly_ratio,total_train_rows,threshold,validation_precision,validation_recall,validation_f1,validation_f2,precision,recall,f1,f2,auroc,auprc,pred_normal,pred_anomaly,true_normal,true_anomaly
balanced,generative_filtered,Filtered@750 Diffusion,997,247,750,997,1.0,1994,0.9199999999999999,0.6049382716049383,0.5975609756097561,0.6012269938650306,0.5990220048899756,0.5476923076923077,0.6013513513513513,0.573268921095008,0.5897945659377071,0.9257423940996652,0.6389878536708006,2756,325,2785,296
balanced,generative,Masking GT-GAN,1247,247,1000,1247,1.0,2494,0.9199999999999999,0.5606060606060606,0.676829268292683,0.6132596685082873,0.6498829039812647,0.4892086330935252,0.6891891891891891,0.5722300140252454,0.637101811367895,0.9334975010917559,0.6955374542216038,2664,417,2785,296
balanced,generative_filtered,Filtered@750 Masking GT-GAN,997,247,750,997,1.0,1994,0.95,0.6953125,0.5426829268292683,0.6095890410958904,0.5676020408163265,0.6215139442231076,0.527027027027027,0.5703839122486288,0.5435540069686411,0.9308712213110777,0.6089054741653743,2830,251,2785,296
balanced,generative_score_filtered,ScoreFiltered@900 Masking Diffusion,1147,247,900,1147,1.0,2294,0.9299999999999999,0.6104651162790697,0.6402439024390244,0.625,0.6340579710144928,0.5138121546961326,0.6283783783783784,0.5653495440729484,0.6015523932729625,0.9371075743607162,0.6614667220397482,2719,362,2785,296
balanced,generative,Diffusion,1247,247,1000,1247,1.0,2494,0.8999999999999999,0.6776315789473685,0.6280487804878049,0.6518987341772152,0.6373762376237624,0.54375,0.5878378378378378,0.564935064935065,0.5784574468085106,0.9401741957397254,0.6654211320229817,2761,320,2785,296
balanced,generative_score_filtered,ScoreFiltered@900 Diffusion,1147,247,900,1147,1.0,2294,0.8999999999999999,0.5965909090909091,0.6402439024390244,0.6176470588235294,0.6310096153846154,0.49606299212598426,0.6385135135135135,0.5583456425406204,0.6038338658146964,0.9304781891406667,0.6617936889196857,2700,381,2785,296
balanced,generative_filtered,Filtered@950 Masking Diffusion,1197,247,950,1197,1.0,2394,0.95,0.5828220858895705,0.5792682926829268,0.581039755351682,0.57997557997558,0.5112994350282486,0.6114864864864865,0.556923076923077,0.5884265279583876,0.9310932117036246,0.6646593519626289,2727,354,2785,296
balanced,generative_filtered,Filtered@500 Diffusion,747,247,500,747,1.0,1494,0.95,0.6129032258064516,0.5792682926829268,0.5956112852664577,0.5856966707768188,0.5808823529411765,0.5337837837837838,0.5563380281690141,0.5425824175824175,0.9165855936726675,0.6447600216337478,2809,272,2785,296
balanced,generative_score_filtered,ScoreFiltered@900 GT-GAN,1147,247,900,1147,1.0,2294,0.9099999999999999,0.6402877697841727,0.5426829268292683,0.5874587458745875,0.559748427672956,0.5567010309278351,0.5472972972972973,0.5519591141396933,0.5491525423728814,0.932619244019603,0.6329334184537541,2790,291,2785,296
balanced,generative_filtered,Filtered@900 Masking Diffusion,1147,247,900,1147,1.0,2294,0.9099999999999999,0.5436893203883495,0.6829268292682927,0.6054054054054054,0.6496519721577726,0.45054945054945056,0.6925675675675675,0.5459387483355526,0.6253813300793166,0.9324469891794847,0.6368987453878521,2626,455,2785,296
balanced,generative_score_filtered,ScoreFiltered@750 Masking Diffusion,997,247,750,997,1.0,1994,0.94,0.5463917525773195,0.6463414634146342,0.5921787709497207,0.6235294117647059,0.45714285714285713,0.6486486486486487,0.5363128491620112,0.5985037406483791,0.9239422097142025,0.6523328111746369,2661,420,2785,296
balanced,generative_filtered,Filtered@950 Masking GT-GAN,1197,247,950,1197,1.0,2394,0.95,0.5909090909090909,0.5548780487804879,0.5723270440251572,0.5617283950617284,0.48753462603878117,0.5945945945945946,0.5357686453576864,0.56957928802589,0.9217611237808724,0.588873492549731,2720,361,2785,296
balanced,generative_score_filtered,ScoreFiltered@950 Masking GT-GAN,1197,247,950,1197,1.0,2394,0.95,0.6036585365853658,0.6036585365853658,0.6036585365853658,0.6036585365853658,0.4928774928774929,0.5844594594594594,0.5347758887171561,0.5635179153094463,0.9159262943374255,0.6001041791271873,2730,351,2785,296
balanced,generative_score_filtered,ScoreFiltered@750 Masking GT-GAN,997,247,750,997,1.0,1994,0.94,0.5401069518716578,0.6158536585365854,0.5754985754985755,0.5990510083036773,0.4745308310991957,0.597972972972973,0.5291479820627802,0.5684007707129094,0.9150419719540006,0.597774864939682,2708,373,2785,296
balanced,traditional,Time warping,1247,247,1000,1247,1.0,2494,0.8799999999999999,0.5810055865921788,0.6341463414634146,0.6064139941690962,0.6227544910179641,0.4609571788413098,0.6182432432432432,0.5281385281385281,0.5787476280834914,0.9191057305060896,0.5129247837320173,2684,397,2785,296
balanced,generative_filtered,Filtered@950 GT-GAN,1197,247,950,1197,1.0,2394,0.9299999999999999,0.6893939393939394,0.5548780487804879,0.6148648648648649,0.5774111675126904,0.5637065637065637,0.49324324324324326,0.5261261261261261,0.5058905058905059,0.9308154204473774,0.5930798906606424,2822,259,2785,296
balanced,generative,GT-GAN,1247,247,1000,1247,1.0,2494,0.9299999999999999,0.5986394557823129,0.5365853658536586,0.5659163987138264,0.547945205479452,0.5371024734982333,0.5135135135135135,0.5250431778929189,0.5180640763462849,0.9164212237372023,0.5894988819848319,2798,283,2785,296
balanced,generative_filtered,Filtered@900 Masking GT-GAN,1147,247,900,1147,1.0,2294,0.9199999999999999,0.46017699115044247,0.6341463414634146,0.5333333333333333,0.5895691609977324,0.4186991869918699,0.6959459459459459,0.5228426395939086,0.6145584725536993,0.9136172303362609,0.5787312004135073,2589,492,2785,296
balanced,generative_score_filtered,ScoreFiltered@900 Masking GT-GAN,1147,247,900,1147,1.0,2294,0.9199999999999999,0.4765957446808511,0.6829268292682927,0.5614035087719298,0.6285072951739619,0.41338582677165353,0.7094594594594594,0.5223880597014925,0.6205673758865248,0.9145179290601193,0.6064670367951246,2573,508,2785,296
balanced,generative_score_filtered,ScoreFiltered@750 GT-GAN,997,247,750,997,1.0,1994,0.9099999999999999,0.5492227979274611,0.6463414634146342,0.5938375350140056,0.624263839811543,0.44339622641509435,0.6351351351351351,0.5222222222222223,0.5845771144278606,0.9199500218351205,0.5666487966769058,2657,424,2785,296
balanced,generative_score_filtered,ScoreFiltered@500 Diffusion,747,247,500,747,1.0,1494,0.94,0.5567567567567567,0.6280487804878049,0.5902578796561605,0.6123662306777645,0.4472361809045226,0.6013513513513513,0.5129682997118156,0.5625790139064475,0.9172000097044981,0.596416929026484,2683,398,2785,296
balanced,generative_score_filtered,ScoreFiltered@500 GT-GAN,747,247,500,747,1.0,1494,0.95,0.564935064935065,0.5304878048780488,0.5471698113207547,0.5370370370370371,0.5117845117845118,0.5135135135135135,0.5126475548060708,0.513166779203241,0.9081821049056238,0.5087967540084997,2784,297,2785,296
balanced,generative_score_filtered,ScoreFiltered@950 Masking Diffusion,1197,247,950,1197,1.0,2394,0.9299999999999999,0.4954954954954955,0.6707317073170732,0.5699481865284974,0.6264236902050114,0.3988549618320611,0.706081081081081,0.5097560975609756,0.6118266978922716,0.915877165316124,0.5443931659673235,2557,524,2785,296
balanced,traditional,Comprehensive,1247,247,1000,1247,1.0,2494,0.83,0.47692307692307695,0.7560975609756098,0.5849056603773585,0.6768558951965066,0.36607142857142855,0.831081081081081,0.5082644628099173,0.6627155172413793,0.9221044203988549,0.5846092935760268,2409,672,2785,296
balanced,generative_filtered,Filtered@750 Masking Diffusion,997,247,750,997,1.0,1994,0.9299999999999999,0.5291005291005291,0.6097560975609756,0.56657223796034,0.591715976331361,0.42857142857142855,0.6081081081081081,0.5027932960893855,0.5610972568578554,0.9201016546169148,0.5574406653157696,2661,420,2785,296
balanced,generative_hybrid,Hybrid ScoreFiltered@750 Masking Diffusion + Weak Magnitude,997,247,750,997,1.0,1994,0.8699999999999999,0.49382716049382713,0.7317073170731707,0.5896805896805897,0.6674082313681868,0.37949640287769787,0.7128378378378378,0.4953051643192488,0.6063218390804598,0.9274673686253578,0.6161891913347783,2525,556,2785,296
balanced,generative_filtered,Filtered@500 GT-GAN,747,247,500,747,1.0,1494,0.8999999999999999,0.4732510288065844,0.7012195121951219,0.5651105651105651,0.639599555061179,0.37433155080213903,0.7094594594594594,0.49008168028004667,0.6017191977077364,0.9158037750497356,0.6122409185717392,2520,561,2785,296
balanced,generative_filtered,Filtered@500 Masking GT-GAN,747,247,500,747,1.0,1494,0.95,0.4723618090452261,0.573170731707317,0.5179063360881543,0.5497076023391813,0.3968957871396896,0.6047297297297297,0.47925033467202144,0.5474006116207951,0.8995924110825367,0.5329252273569139,2630,451,2785,296
balanced,generative_filtered,Filtered@500 Masking Diffusion,747,247,500,747,1.0,1494,0.95,0.4392156862745098,0.6829268292682927,0.5346062052505967,0.6147091108671789,0.3588850174216028,0.6959459459459459,0.4735632183908046,0.5858930602957907,0.8804490756465622,0.5098630508105914,2507,574,2785,296
balanced,generative_score_filtered,ScoreFiltered@950 GT-GAN,1197,247,950,1197,1.0,2394,0.8599999999999999,0.4409722222222222,0.774390243902439,0.5619469026548672,0.6726694915254238,0.3333333333333333,0.7837837837837838,0.46774193548387094,0.6170212765957447,0.9114185550002425,0.5538586979805074,2385,696,2785,296
balanced,generative_score_filtered,ScoreFiltered@500 Masking GT-GAN,747,247,500,747,1.0,1494,0.9299999999999999,0.4622222222222222,0.6341463414634146,0.5347043701799485,0.5902383654937571,0.37,0.625,0.4648241206030151,0.5492874109263658,0.8987177931971468,0.5259446594922514,2581,500,2785,296
balanced,generative_score_filtered,ScoreFiltered@500 Masking Diffusion,747,247,500,747,1.0,1494,0.95,0.3938356164383562,0.7012195121951219,0.5043859649122807,0.6065400843881856,0.3033033033033033,0.6824324324324325,0.41995841995842,0.5459459459459459,0.87577575331166,0.4540412386057723,2415,666,2785,296
balanced,none,Original only,247,247,0,247,1.0,494,0.95,0.32908163265306123,0.7865853658536586,0.46402877697841727,0.6154580152671756,0.23930753564154786,0.793918918918919,0.3677621283255086,0.5424746075715605,0.8382339026638848,0.35142136970326554,2099,982,2785,296
imbalanced,traditional,Magnitude warping,5000,247,1000,1247,4.0096230954290295,6247,0.82,0.8976377952755905,0.6951219512195121,0.7835051546391752,0.7279693486590039,0.964,0.8141891891891891,0.8827838827838828,0.8403068340306834,0.9941954971129118,0.9589535437014025,2831,250,2785,296
imbalanced,generative_filtered,Filtered@750 Masking Diffusion,5000,247,750,997,5.015045135406218,5997,0.8499999999999999,0.92,0.7012195121951219,0.7958477508650519,0.736235595390525,0.952755905511811,0.8175675675675675,0.88,0.8414464534075105,0.9906885341355718,0.9438169426568735,2827,254,2785,296
imbalanced,generative_filtered,Filtered@950 Masking Diffusion,5000,247,950,1197,4.177109440267335,6197,0.8599999999999999,0.9193548387096774,0.6951219512195121,0.7916666666666666,0.7307692307692307,0.9299610894941635,0.8074324324324325,0.864376130198915,0.8292852185981957,0.9908510844776552,0.9409797761771476,2824,257,2785,296
imbalanced,generative_filtered,Filtered@900 Masking Diffusion,5000,247,900,1147,4.3591979075850045,6147,0.8699999999999999,0.937007874015748,0.725609756097561,0.8178694158075601,0.7598978288633461,0.9508196721311475,0.7837837837837838,0.8592592592592593,0.8123249299719888,0.9886942597894124,0.9384608452899506,2837,244,2785,296
imbalanced,traditional,Noise injection,5000,247,1000,1247,4.0096230954290295,6247,0.8499999999999999,0.957983193277311,0.6951219512195121,0.8056537102473498,0.7354838709677419,0.9535864978902954,0.7635135135135135,0.8480300187617261,0.7952146375791695,0.991577708768014,0.9412549294438269,2844,237,2785,296
imbalanced,traditional,Comprehensive,5000,247,1000,1247,4.0096230954290295,6247,0.83,0.8432835820895522,0.6890243902439024,0.7583892617449665,0.7151898734177216,0.9,0.7905405405405406,0.841726618705036,0.8102493074792244,0.9906836818865544,0.9335597714367208,2821,260,2785,296
imbalanced,generative,Masking Diffusion,5000,247,1000,1247,4.0096230954290295,6247,0.8799999999999999,1.0,0.676829268292683,0.8072727272727273,0.7235984354628422,1.0,0.7162162162162162,0.8346456692913385,0.7593123209169055,0.993303896355961,0.9555276534878161,2869,212,2785,296
imbalanced,traditional,Frequency domain,5000,247,1000,1247,4.0096230954290295,6247,0.84,0.8444444444444444,0.6951219512195121,0.7625418060200669,0.7206068268015171,0.8434163701067615,0.8006756756756757,0.8214904679376083,0.8088737201365188,0.9869826289485177,0.8971586131270365,2800,281,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@900 Masking Diffusion,5000,247,900,1147,4.3591979075850045,6147,0.8799999999999999,0.9152542372881356,0.6585365853658537,0.7659574468085106,0.6976744186046512,0.9264069264069265,0.722972972972973,0.8121442125237192,0.7561837455830389,0.9864670774904167,0.9180326923017252,2850,231,2785,296
imbalanced,generative_hybrid,Hybrid ScoreFiltered@750 Masking Diffusion + Weak Magnitude,5000,247,750,997,5.015045135406218,5997,0.8699999999999999,0.9727272727272728,0.6524390243902439,0.781021897810219,0.6984334203655352,0.9948979591836735,0.6587837837837838,0.7926829268292683,0.7065217391304348,0.988685768353632,0.9259513380027946,2885,196,2785,296
imbalanced,generative_filtered,Filtered@750 Masking GT-GAN,5000,247,750,997,5.015045135406218,5997,0.8599999999999999,0.7692307692307693,0.6707317073170732,0.7166123778501629,0.688360450563204,0.8198529411764706,0.7533783783783784,0.7852112676056338,0.7657967032967034,0.9838699112038429,0.8975573067864946,2809,272,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@950 Masking Diffusion,5000,247,950,1197,4.177109440267335,6197,0.8899999999999999,0.84375,0.6585365853658537,0.7397260273972602,0.6887755102040817,0.8198529411764706,0.7533783783783784,0.7852112676056338,0.7657967032967034,0.9834841574069582,0.8950257871719762,2809,272,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@900 Diffusion,5000,247,900,1147,4.3591979075850045,6147,0.8599999999999999,0.9739130434782609,0.6829268292682927,0.8028673835125448,0.7263294422827496,0.9362745098039216,0.6452702702702703,0.764,0.6880403458213257,0.9840057741763308,0.8973195779704372,2877,204,2785,296
imbalanced,generative,Masking GT-GAN,5000,247,1000,1247,4.0096230954290295,6247,0.9099999999999999,0.9166666666666666,0.6036585365853658,0.7279411764705882,0.6479057591623036,0.9494949494949495,0.6351351351351351,0.7611336032388664,0.6801736613603473,0.9727485564559173,0.864518953908521,2883,198,2785,296
imbalanced,generative_filtered,Filtered@900 GT-GAN,5000,247,900,1147,4.3591979075850045,6147,0.84,0.7655172413793103,0.676829268292683,0.7184466019417476,0.6928838951310862,0.7841726618705036,0.7364864864864865,0.759581881533101,0.7455540355677155,0.9739822407685963,0.8301783785892021,2803,278,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@500 Diffusion,5000,247,500,747,6.693440428380187,5747,0.8899999999999999,0.8888888888888888,0.6829268292682927,0.7724137931034483,0.7161125319693095,0.9047619047619048,0.6418918918918919,0.7509881422924901,0.6814921090387375,0.9770294531515358,0.8698807666981997,2871,210,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@750 Diffusion,5000,247,750,997,5.015045135406218,5997,0.8599999999999999,0.7011494252873564,0.7439024390243902,0.7218934911242604,0.7349397590361446,0.7160883280757098,0.7668918918918919,0.7406199021207178,0.7561625582944703,0.9775450046096366,0.8448928366495636,2764,317,2785,296
imbalanced,generative_filtered,Filtered@900 Masking GT-GAN,5000,247,900,1147,4.3591979075850045,6147,0.9199999999999999,0.9230769230769231,0.5853658536585366,0.7164179104477612,0.631578947368421,0.9722222222222222,0.5912162162162162,0.7352941176470589,0.6414956011730205,0.9690244553350478,0.8505042269633593,2901,180,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@900 GT-GAN,5000,247,900,1147,4.3591979075850045,6147,0.8499999999999999,0.782608695652174,0.6585365853658537,0.7152317880794702,0.6801007556675063,0.8235294117647058,0.6621621621621622,0.7340823970037453,0.6891701828410689,0.9826908146926101,0.87920587750494,2843,238,2785,296
imbalanced,generative_filtered,Filtered@750 Diffusion,5000,247,750,997,5.015045135406218,5997,0.84,0.702247191011236,0.7621951219512195,0.7309941520467836,0.749400479616307,0.6803519061583577,0.7837837837837838,0.728414442700157,0.760655737704918,0.975263234509195,0.8437371834365017,2740,341,2785,296
imbalanced,generative_filtered,Filtered@950 Diffusion,5000,247,950,1197,4.177109440267335,6197,0.8499999999999999,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.7047619047619048,0.75,0.7266775777414075,0.7404936624416277,0.9738609345431608,0.811530848621254,2766,315,2785,296
imbalanced,generative,Diffusion,5000,247,1000,1247,4.0096230954290295,6247,0.83,0.6914285714285714,0.7378048780487805,0.7138643067846607,0.7280385078219013,0.6890243902439024,0.7635135135135135,0.7243589743589743,0.7473544973544973,0.9783444126352565,0.8341744580916265,2753,328,2785,296
imbalanced,generative,GT-GAN,5000,247,1000,1247,4.0096230954290295,6247,0.8699999999999999,0.9056603773584906,0.5853658536585366,0.7111111111111111,0.6299212598425197,0.9354838709677419,0.5878378378378378,0.7219917012448133,0.635036496350365,0.9845383085059924,0.8864104334255213,2895,186,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@500 GT-GAN,5000,247,500,747,6.693440428380187,5747,0.8899999999999999,0.8617886178861789,0.6463414634146342,0.7386759581881533,0.6803594351732991,0.8866995073891626,0.6081081081081081,0.7214428857715431,0.6488824801730353,0.9685477218690863,0.8290818262420017,2878,203,2785,296
imbalanced,generative_filtered,Filtered@950 GT-GAN,5000,247,950,1197,4.177109440267335,6197,0.8599999999999999,0.7938931297709924,0.6341463414634146,0.7050847457627119,0.6607369758576874,0.7918367346938775,0.6554054054054054,0.7171903881700554,0.6787963610916725,0.9770003396574313,0.8390605660056041,2836,245,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@950 Masking GT-GAN,5000,247,950,1197,4.177109440267335,6197,0.9099999999999999,0.968421052631579,0.5609756097560976,0.7104247104247104,0.6125166444740346,0.9447513812154696,0.5777027027027027,0.7169811320754716,0.6263736263736264,0.9725920714251055,0.8603528231067451,2900,181,2785,296
imbalanced,generative_filtered,Filtered@500 Masking GT-GAN,5000,247,500,747,6.693440428380187,5747,0.8999999999999999,0.7878787878787878,0.6341463414634146,0.7027027027027027,0.6598984771573604,0.8111587982832618,0.6385135135135135,0.7145557655954632,0.6669019054340155,0.9654823135523316,0.8263747819713967,2848,233,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@500 Masking Diffusion,5000,247,500,747,6.693440428380187,5747,0.8999999999999999,0.7744360902255639,0.6280487804878049,0.6936026936026936,0.6527249683143219,0.8138528138528138,0.6351351351351351,0.713472485768501,0.6643109540636042,0.9691736619923335,0.8220606053315882,2850,231,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@750 Masking Diffusion,5000,247,750,997,5.015045135406218,5997,0.9199999999999999,1.0,0.6219512195121951,0.7669172932330827,0.6728232189973615,0.9939024390243902,0.5506756756756757,0.7086956521739131,0.6045994065281899,0.979296666504925,0.8826867459118601,2917,164,2785,296
imbalanced,generative_filtered,Filtered@500 Masking Diffusion,5000,247,500,747,6.693440428380187,5747,0.8799999999999999,0.7605633802816901,0.6585365853658537,0.7058823529411765,0.6766917293233082,0.6973684210526315,0.7162162162162162,0.7066666666666667,0.7123655913978495,0.9686932893396089,0.801885157698021,2777,304,2785,296
imbalanced,generative_filtered,Filtered@500 GT-GAN,5000,247,500,747,6.693440428380187,5747,0.8899999999999999,0.9484536082474226,0.5609756097560976,0.7049808429118773,0.6108897742363878,0.9540229885057471,0.5608108108108109,0.7063829787234043,0.6111929307805597,0.9793330583725557,0.8705532983453443,2907,174,2785,296
imbalanced,generative_filtered,Filtered@900 Diffusion,5000,247,900,1147,4.3591979075850045,6147,0.8599999999999999,0.6612021857923497,0.7378048780487805,0.6974063400576369,0.7210965435041716,0.653179190751445,0.7635135135135135,0.7040498442367601,0.738562091503268,0.9727291474598476,0.8209104457834991,2735,346,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@900 Masking GT-GAN,5000,247,900,1147,4.3591979075850045,6147,0.9199999999999999,0.8135593220338984,0.5853658536585366,0.6808510638297872,0.6201550387596899,0.8227272727272728,0.6114864864864865,0.7015503875968992,0.6445868945868946,0.9611310592459605,0.8054381575910847,2861,220,2785,296
imbalanced,none,Original only,5000,247,0,247,20.242914979757085,5247,0.9099999999999999,0.9134615384615384,0.5792682926829268,0.7089552238805971,0.625,0.9226519337016574,0.5641891891891891,0.70020964360587,0.6117216117216118,0.9605281673055461,0.8099188711307705,2900,181,2785,296
imbalanced,generative_filtered,Filtered@950 Masking GT-GAN,5000,247,950,1197,4.177109440267335,6197,0.9199999999999999,1.0,0.5609756097560976,0.71875,0.6149732620320856,1.0,0.5371621621621622,0.6989010989010989,0.5919583023082651,0.9747367654908049,0.8607696735875436,2922,159,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@750 Masking GT-GAN,5000,247,750,997,5.015045135406218,5997,0.9199999999999999,0.9142857142857143,0.5853658536585366,0.7137546468401487,0.6307490144546649,0.9120879120879121,0.5608108108108109,0.694560669456067,0.6076134699853587,0.9599192100538599,0.8025778890712266,2899,182,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@950 Diffusion,5000,247,950,1197,4.177109440267335,6197,0.8899999999999999,0.8828828828828829,0.5975609756097561,0.7127272727272728,0.6388526727509778,0.9010989010989011,0.5540540540540541,0.6861924686192469,0.6002928257686676,0.9744383521762338,0.8410328140575835,2899,182,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@500 Masking GT-GAN,5000,247,500,747,6.693440428380187,5747,0.9099999999999999,0.8691588785046729,0.5670731707317073,0.6863468634686347,0.6094364351245085,0.8858695652173914,0.5506756756756757,0.6791666666666667,0.5957602339181286,0.9628075112814789,0.8078797949800871,2897,184,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@950 GT-GAN,5000,247,950,1197,4.177109440267335,6197,0.8899999999999999,0.9591836734693877,0.573170731707317,0.7175572519083969,0.623342175066313,0.9239766081871345,0.5337837837837838,0.6766595289079229,0.5830258302583026,0.9781576010480857,0.8585024267098825,2910,171,2785,296
imbalanced,generative_filtered,Filtered@500 Diffusion,5000,247,500,747,6.693440428380187,5747,0.9099999999999999,0.9454545454545454,0.6341463414634146,0.7591240875912408,0.6788511749347258,0.9132947976878613,0.5337837837837838,0.673773987206823,0.5821665438467207,0.9704946867873259,0.8200327482870268,2908,173,2785,296
imbalanced,traditional,Time warping,5000,247,1000,1247,4.0096230954290295,6247,0.8799999999999999,0.7969924812030075,0.6463414634146342,0.7138047138047138,0.6717363751584284,0.7344398340248963,0.597972972972973,0.659217877094972,0.6210526315789474,0.9545829491969527,0.7495709335069995,2840,241,2785,296
imbalanced,generative_score_filtered,ScoreFiltered@750 GT-GAN,5000,247,750,997,5.015045135406218,5997,0.9099999999999999,0.9292929292929293,0.5609756097560976,0.6996197718631179,0.609271523178808,0.9659863945578231,0.4797297297297297,0.6410835214446953,0.5334335086401202,0.9773387840263963,0.8468827795747236,2934,147,2785,296
imbalanced,generative_filtered,Filtered@750 GT-GAN,5000,247,750,997,5.015045135406218,5997,0.8999999999999999,0.898989898989899,0.5426829268292683,0.6768060836501901,0.5894039735099338,0.8787878787878788,0.48986486486486486,0.6290672451193059,0.5374351371386212,0.9732252899218788,0.8245675800500043,2916,165,2785,296
