window_id,source_file,start_index,end_index,start_time,end_time,label
3868,WeldingTest_03_NG_labeled.csv,104,133,2022-08-03 09:21:54.120,2022-08-03 09:33:04.548,1
3869,WeldingTest_03_NG_labeled.csv,105,134,2022-08-03 09:21:56.768,2022-08-03 09:33:06.282,1
3870,WeldingTest_03_NG_labeled.csv,106,135,2022-08-03 09:22:00.268,2022-08-03 09:33:26.884,1
3871,WeldingTest_03_NG_labeled.csv,107,136,2022-08-03 09:22:02.848,2022-08-03 09:33:29.456,1
3872,WeldingTest_03_NG_labeled.csv,108,137,2022-08-03 09:22:07.328,2022-08-03 09:33:32.914,1
3873,WeldingTest_03_NG_labeled.csv,109,138,2022-08-03 09:22:08.844,2022-08-03 09:33:35.692,1
3874,WeldingTest_03_NG_labeled.csv,110,139,2022-08-03 09:22:11.910,2022-08-03 09:33:39.214,1
3875,WeldingTest_03_NG_labeled.csv,111,140,2022-08-03 09:22:13.708,2022-08-03 09:33:41.856,1
3876,WeldingTest_03_NG_labeled.csv,112,141,2022-08-03 09:22:17.272,2022-08-03 09:33:48.282,1
3877,WeldingTest_03_NG_labeled.csv,113,142,2022-08-03 09:22:18.930,2022-08-03 09:33:50.912,1
3878,WeldingTest_03_NG_labeled.csv,114,143,2022-08-03 09:22:20.636,2022-08-03 09:33:54.416,1
3879,WeldingTest_03_NG_labeled.csv,115,144,2022-08-03 09:22:23.658,2022-08-03 09:33:57.162,1
3880,WeldingTest_03_NG_labeled.csv,116,145,2022-08-03 09:22:25.176,2022-08-03 09:34:00.660,1
3881,WeldingTest_03_NG_labeled.csv,117,146,2022-08-03 09:32:13.603,2022-08-03 09:34:03.266,1
3882,WeldingTest_03_NG_labeled.csv,118,147,2022-08-03 09:32:16.917,2022-08-03 09:34:07.602,1
3883,WeldingTest_03_NG_labeled.csv,119,148,2022-08-03 09:32:19.777,2022-08-03 09:34:09.146,1
3884,WeldingTest_03_NG_labeled.csv,120,149,2022-08-03 09:32:22.983,2022-08-03 09:34:12.188,1
3885,WeldingTest_03_NG_labeled.csv,121,150,2022-08-03 09:32:25.741,2022-08-03 09:34:13.962,1
3886,WeldingTest_03_NG_labeled.csv,122,151,2022-08-03 09:32:28.999,2022-08-03 09:34:17.440,1
3887,WeldingTest_03_NG_labeled.csv,123,152,2022-08-03 09:32:34.729,2022-08-03 09:34:19.092,1
3888,WeldingTest_03_NG_labeled.csv,124,153,2022-08-03 09:32:38.075,2022-08-03 09:34:20.756,1
3889,WeldingTest_03_NG_labeled.csv,125,154,2022-08-03 09:32:40.845,2022-08-03 09:34:23.750,1
3890,WeldingTest_03_NG_labeled.csv,126,155,2022-08-03 09:32:44.055,2022-08-03 09:34:25.260,1
3891,WeldingTest_03_NG_labeled.csv,127,156,2022-08-03 09:32:46.835,2022-08-03 09:35:12.514,1
3892,WeldingTest_03_NG_labeled.csv,128,157,2022-08-03 09:32:50.134,2022-08-03 09:35:15.790,1
3893,WeldingTest_03_NG_labeled.csv,129,158,2022-08-03 09:32:54.792,2022-08-03 09:35:18.524,1
3894,WeldingTest_03_NG_labeled.csv,130,159,2022-08-03 09:32:56.460,2022-08-03 09:35:21.906,1
3904,WeldingTest_03_NG_labeled.csv,140,169,2022-08-03 09:33:41.856,2022-08-03 09:35:55.350,1
3905,WeldingTest_03_NG_labeled.csv,141,170,2022-08-03 09:33:48.282,2022-08-03 09:35:58.320,1
3906,WeldingTest_03_NG_labeled.csv,142,171,2022-08-03 09:33:50.912,2022-08-03 09:36:01.736,1
3907,WeldingTest_03_NG_labeled.csv,143,172,2022-08-03 09:33:54.416,2022-08-03 09:36:03.442,1
3908,WeldingTest_03_NG_labeled.csv,144,173,2022-08-03 09:33:57.162,2022-08-03 09:36:05.194,1
3909,WeldingTest_03_NG_labeled.csv,145,174,2022-08-03 09:34:00.660,2022-08-03 09:36:25.666,1
3910,WeldingTest_03_NG_labeled.csv,146,175,2022-08-03 09:34:03.266,2022-08-03 09:36:28.256,1
3911,WeldingTest_03_NG_labeled.csv,147,176,2022-08-03 09:34:07.602,2022-08-03 09:36:31.702,1
3912,WeldingTest_03_NG_labeled.csv,148,177,2022-08-03 09:34:09.146,2022-08-03 09:36:34.458,1
3913,WeldingTest_03_NG_labeled.csv,149,178,2022-08-03 09:34:12.188,2022-08-03 09:36:37.870,1
3914,WeldingTest_03_NG_labeled.csv,150,179,2022-08-03 09:34:13.962,2022-08-03 09:36:40.464,1
3915,WeldingTest_03_NG_labeled.csv,151,180,2022-08-03 09:34:17.440,2022-08-03 09:36:46.870,1
3916,WeldingTest_03_NG_labeled.csv,152,181,2022-08-03 09:34:19.092,2022-08-03 09:36:49.488,1
3917,WeldingTest_03_NG_labeled.csv,153,182,2022-08-03 09:34:20.756,2022-08-03 09:36:52.908,1
3918,WeldingTest_03_NG_labeled.csv,154,183,2022-08-03 09:34:23.750,2022-08-03 09:36:55.562,1
3919,WeldingTest_03_NG_labeled.csv,155,184,2022-08-03 09:34:25.260,2022-08-03 09:36:59.086,1
3920,WeldingTest_03_NG_labeled.csv,156,185,2022-08-03 09:35:12.514,2022-08-03 09:37:01.688,1
3921,WeldingTest_03_NG_labeled.csv,157,186,2022-08-03 09:35:15.790,2022-08-03 09:37:06.052,1
3922,WeldingTest_03_NG_labeled.csv,158,187,2022-08-03 09:35:18.524,2022-08-03 09:37:07.658,1
3923,WeldingTest_03_NG_labeled.csv,159,188,2022-08-03 09:35:21.906,2022-08-03 09:37:10.750,1
3924,WeldingTest_03_NG_labeled.csv,160,189,2022-08-03 09:35:24.734,2022-08-03 09:37:12.482,1
3925,WeldingTest_03_NG_labeled.csv,161,190,2022-08-03 09:35:27.966,2022-08-03 09:37:15.948,1
3926,WeldingTest_03_NG_labeled.csv,162,191,2022-08-03 09:35:33.700,2022-08-03 09:37:17.630,1
3927,WeldingTest_03_NG_labeled.csv,163,192,2022-08-03 09:35:36.990,2022-08-03 09:37:19.348,1
3928,WeldingTest_03_NG_labeled.csv,164,193,2022-08-03 09:35:39.868,2022-08-03 09:37:22.352,1
3929,WeldingTest_03_NG_labeled.csv,165,194,2022-08-03 09:35:43.188,2022-08-03 09:37:23.832,1
3930,WeldingTest_03_NG_labeled.csv,166,195,2022-08-03 09:35:45.958,2022-08-03 09:38:41.402,1
3931,WeldingTest_03_NG_labeled.csv,167,196,2022-08-03 09:35:49.202,2022-08-03 09:38:44.824,1
3932,WeldingTest_03_NG_labeled.csv,168,197,2022-08-03 09:35:53.676,2022-08-03 09:38:47.640,1
3933,WeldingTest_03_NG_labeled.csv,169,198,2022-08-03 09:35:55.350,2022-08-03 09:38:50.882,1
3943,WeldingTest_03_NG_labeled.csv,179,208,2022-08-03 09:36:40.464,2022-08-03 09:39:24.180,1
3944,WeldingTest_03_NG_labeled.csv,180,209,2022-08-03 09:36:46.870,2022-08-03 09:39:27.104,1
3945,WeldingTest_03_NG_labeled.csv,181,210,2022-08-03 09:36:49.488,2022-08-03 09:39:30.512,1
3946,WeldingTest_03_NG_labeled.csv,182,211,2022-08-03 09:36:52.908,2022-08-03 09:39:32.282,1
3947,WeldingTest_03_NG_labeled.csv,183,212,2022-08-03 09:36:55.562,2022-08-03 09:39:33.962,1
3948,WeldingTest_03_NG_labeled.csv,184,213,2022-08-03 09:36:59.086,2022-08-03 09:39:54.697,1
3949,WeldingTest_03_NG_labeled.csv,185,214,2022-08-03 09:37:01.688,2022-08-03 09:39:57.365,1
3950,WeldingTest_03_NG_labeled.csv,186,215,2022-08-03 09:37:06.052,2022-08-03 09:40:00.815,1
3951,WeldingTest_03_NG_labeled.csv,187,216,2022-08-03 09:37:07.658,2022-08-03 09:40:03.465,1
3952,WeldingTest_03_NG_labeled.csv,188,217,2022-08-03 09:37:10.750,2022-08-03 09:40:06.937,1
3953,WeldingTest_03_NG_labeled.csv,189,218,2022-08-03 09:37:12.482,2022-08-03 09:40:09.611,1
3954,WeldingTest_03_NG_labeled.csv,190,219,2022-08-03 09:37:15.948,2022-08-03 09:40:16.067,1
3955,WeldingTest_03_NG_labeled.csv,191,220,2022-08-03 09:37:17.630,2022-08-03 09:40:18.675,1
3956,WeldingTest_03_NG_labeled.csv,192,221,2022-08-03 09:37:19.348,2022-08-03 09:40:22.119,1
3957,WeldingTest_03_NG_labeled.csv,193,222,2022-08-03 09:37:22.352,2022-08-03 09:40:24.785,1
3958,WeldingTest_03_NG_labeled.csv,194,223,2022-08-03 09:37:23.832,2022-08-03 09:40:28.253,1
3959,WeldingTest_03_NG_labeled.csv,195,224,2022-08-03 09:38:41.402,2022-08-03 09:40:30.903,1
3960,WeldingTest_03_NG_labeled.csv,196,225,2022-08-03 09:38:44.824,2022-08-03 09:40:35.313,1
3961,WeldingTest_03_NG_labeled.csv,197,226,2022-08-03 09:38:47.640,2022-08-03 09:40:36.961,1
3962,WeldingTest_03_NG_labeled.csv,198,227,2022-08-03 09:38:50.882,2022-08-03 09:40:40.037,1
3963,WeldingTest_03_NG_labeled.csv,199,228,2022-08-03 09:38:53.652,2022-08-03 09:40:41.781,1
3964,WeldingTest_03_NG_labeled.csv,200,229,2022-08-03 09:38:56.908,2022-08-03 09:40:45.235,1
3965,WeldingTest_03_NG_labeled.csv,201,230,2022-08-03 09:39:02.672,2022-08-03 09:40:46.951,1
3966,WeldingTest_03_NG_labeled.csv,202,231,2022-08-03 09:39:05.896,2022-08-03 09:40:48.669,1
3967,WeldingTest_03_NG_labeled.csv,203,232,2022-08-03 09:39:08.646,2022-08-03 09:40:51.647,1
3968,WeldingTest_03_NG_labeled.csv,204,233,2022-08-03 09:39:11.878,2022-08-03 09:40:53.137,1
3969,WeldingTest_03_NG_labeled.csv,205,234,2022-08-03 09:39:14.638,2022-08-03 09:41:46.815,1
3970,WeldingTest_03_NG_labeled.csv,206,235,2022-08-03 09:39:17.912,2022-08-03 09:41:50.095,1
3971,WeldingTest_03_NG_labeled.csv,207,236,2022-08-03 09:39:22.470,2022-08-03 09:41:52.921,1
3972,WeldingTest_03_NG_labeled.csv,208,237,2022-08-03 09:39:24.180,2022-08-03 09:41:56.173,1
3982,WeldingTest_03_NG_labeled.csv,218,247,2022-08-03 09:40:09.611,2022-08-03 09:42:29.667,1
3983,WeldingTest_03_NG_labeled.csv,219,248,2022-08-03 09:40:16.067,2022-08-03 09:42:32.583,1
4837,WeldingTest_04_NG_labeled.csv,49,78,2022-08-03 16:20:32.833,2022-08-03 16:35:45.705,1
4838,WeldingTest_04_NG_labeled.csv,50,79,2022-08-03 16:20:36.125,2022-08-03 16:35:49.031,1
4839,WeldingTest_04_NG_labeled.csv,51,80,2022-08-03 16:20:40.967,2022-08-03 16:35:51.847,1
4840,WeldingTest_04_NG_labeled.csv,52,81,2022-08-03 16:20:42.685,2022-08-03 16:35:55.107,1
4841,WeldingTest_04_NG_labeled.csv,53,82,2022-08-03 16:20:45.587,2022-08-03 16:35:57.961,1
4842,WeldingTest_04_NG_labeled.csv,54,83,2022-08-03 16:20:48.933,2022-08-03 16:36:01.189,1
4843,WeldingTest_04_NG_labeled.csv,55,84,2022-08-03 16:20:50.673,2022-08-03 16:36:07.091,1
4844,WeldingTest_04_NG_labeled.csv,56,85,2022-08-03 16:20:52.331,2022-08-03 16:36:10.363,1
4845,WeldingTest_04_NG_labeled.csv,57,86,2022-08-03 16:21:13.755,2022-08-03 16:36:13.169,1
4846,WeldingTest_04_NG_labeled.csv,58,87,2022-08-03 16:21:16.415,2022-08-03 16:36:16.337,1
4847,WeldingTest_04_NG_labeled.csv,59,88,2022-08-03 16:21:19.953,2022-08-03 16:36:19.107,1
4848,WeldingTest_04_NG_labeled.csv,60,89,2022-08-03 16:21:22.585,2022-08-03 16:36:22.321,1
4849,WeldingTest_04_NG_labeled.csv,61,90,2022-08-03 16:21:26.025,2022-08-03 16:36:26.861,1
4850,WeldingTest_04_NG_labeled.csv,62,91,2022-08-03 16:21:28.705,2022-08-03 16:36:28.557,1
4851,WeldingTest_04_NG_labeled.csv,63,92,2022-08-03 16:21:35.383,2022-08-03 16:36:31.505,1
4852,WeldingTest_04_NG_labeled.csv,64,93,2022-08-03 16:21:38.079,2022-08-03 16:36:34.901,1
4853,WeldingTest_04_NG_labeled.csv,65,94,2022-08-03 16:21:41.535,2022-08-03 16:36:36.665,1
4854,WeldingTest_04_NG_labeled.csv,66,95,2022-08-03 16:21:44.175,2022-08-03 16:36:38.329,1
4855,WeldingTest_04_NG_labeled.csv,67,96,2022-08-03 16:21:47.665,2022-08-03 16:36:59.453,1
4856,WeldingTest_04_NG_labeled.csv,68,97,2022-08-03 16:21:50.275,2022-08-03 16:37:02.085,1
4857,WeldingTest_04_NG_labeled.csv,69,98,2022-08-03 16:21:54.731,2022-08-03 16:37:05.575,1
4858,WeldingTest_04_NG_labeled.csv,70,99,2022-08-03 16:21:56.363,2022-08-03 16:37:08.261,1
4859,WeldingTest_04_NG_labeled.csv,71,100,2022-08-03 16:21:59.421,2022-08-03 16:37:11.673,1
4860,WeldingTest_04_NG_labeled.csv,72,101,2022-08-03 16:22:01.191,2022-08-03 16:37:14.249,1
4861,WeldingTest_04_NG_labeled.csv,73,102,2022-08-03 16:22:04.653,2022-08-03 16:37:20.951,1
4862,WeldingTest_04_NG_labeled.csv,74,103,2022-08-03 16:22:06.381,2022-08-03 16:37:23.555,1
4863,WeldingTest_04_NG_labeled.csv,75,104,2022-08-03 16:22:08.091,2022-08-03 16:37:27.017,1
4864,WeldingTest_04_NG_labeled.csv,76,105,2022-08-03 16:22:11.047,2022-08-03 16:37:29.673,1
4865,WeldingTest_04_NG_labeled.csv,77,106,2022-08-03 16:22:12.571,2022-08-03 16:37:33.153,1
4866,WeldingTest_04_NG_labeled.csv,78,107,2022-08-03 16:35:45.705,2022-08-03 16:37:35.819,1
4867,WeldingTest_04_NG_labeled.csv,79,108,2022-08-03 16:35:49.031,2022-08-03 16:37:40.301,1
4868,WeldingTest_04_NG_labeled.csv,80,109,2022-08-03 16:35:51.847,2022-08-03 16:37:41.867,1
4869,WeldingTest_04_NG_labeled.csv,81,110,2022-08-03 16:35:55.107,2022-08-03 16:37:44.927,1
4870,WeldingTest_04_NG_labeled.csv,82,111,2022-08-03 16:35:57.961,2022-08-03 16:37:46.667,1
4871,WeldingTest_04_NG_labeled.csv,83,112,2022-08-03 16:36:01.189,2022-08-03 16:37:50.119,1
4872,WeldingTest_04_NG_labeled.csv,84,113,2022-08-03 16:36:07.091,2022-08-03 16:37:51.851,1
4873,WeldingTest_04_NG_labeled.csv,85,114,2022-08-03 16:36:10.363,2022-08-03 16:37:53.573,1
4874,WeldingTest_04_NG_labeled.csv,86,115,2022-08-03 16:36:13.169,2022-08-03 16:37:56.529,1
4875,WeldingTest_04_NG_labeled.csv,87,116,2022-08-03 16:36:16.337,2022-08-03 16:37:58.045,1
4876,WeldingTest_04_NG_labeled.csv,88,117,2022-08-03 16:36:19.107,2022-08-03 17:09:19.664,1
4877,WeldingTest_04_NG_labeled.csv,89,118,2022-08-03 16:36:22.321,2022-08-03 17:09:22.996,1
4878,WeldingTest_04_NG_labeled.csv,90,119,2022-08-03 16:36:26.861,2022-08-03 17:09:25.804,1
4879,WeldingTest_04_NG_labeled.csv,91,120,2022-08-03 16:36:28.557,2022-08-03 17:09:29.000,1
4880,WeldingTest_04_NG_labeled.csv,92,121,2022-08-03 16:36:31.505,2022-08-03 17:09:31.812,1
4881,WeldingTest_04_NG_labeled.csv,93,122,2022-08-03 16:36:34.901,2022-08-03 17:09:35.076,1
4882,WeldingTest_04_NG_labeled.csv,94,123,2022-08-03 16:36:36.665,2022-08-03 17:09:41.114,1
4883,WeldingTest_04_NG_labeled.csv,95,124,2022-08-03 16:36:38.329,2022-08-03 17:09:44.342,1
4884,WeldingTest_04_NG_labeled.csv,96,125,2022-08-03 16:36:59.453,2022-08-03 17:09:47.128,1
4885,WeldingTest_04_NG_labeled.csv,97,126,2022-08-03 16:37:02.085,2022-08-03 17:09:50.336,1
4886,WeldingTest_04_NG_labeled.csv,98,127,2022-08-03 16:37:05.575,2022-08-03 17:09:53.090,1
4887,WeldingTest_04_NG_labeled.csv,99,128,2022-08-03 16:37:08.261,2022-08-03 17:09:56.356,1
4888,WeldingTest_04_NG_labeled.csv,100,129,2022-08-03 16:37:11.673,2022-08-03 17:10:01.216,1
4889,WeldingTest_04_NG_labeled.csv,101,130,2022-08-03 16:37:14.249,2022-08-03 17:10:02.940,1
4890,WeldingTest_04_NG_labeled.csv,102,131,2022-08-03 16:37:20.951,2022-08-03 17:10:05.834,1
4891,WeldingTest_04_NG_labeled.csv,103,132,2022-08-03 16:37:23.555,2022-08-03 17:10:09.200,1
4892,WeldingTest_04_NG_labeled.csv,104,133,2022-08-03 16:37:27.017,2022-08-03 17:10:10.932,1
4893,WeldingTest_04_NG_labeled.csv,105,134,2022-08-03 16:37:29.673,2022-08-03 17:10:12.600,1
4894,WeldingTest_04_NG_labeled.csv,106,135,2022-08-03 16:37:33.153,2022-08-03 17:10:33.804,1
4895,WeldingTest_04_NG_labeled.csv,107,136,2022-08-03 16:37:35.819,2022-08-03 17:10:36.420,1
4896,WeldingTest_04_NG_labeled.csv,108,137,2022-08-03 16:37:40.301,2022-08-03 17:10:39.864,1
4897,WeldingTest_04_NG_labeled.csv,109,138,2022-08-03 16:37:41.867,2022-08-03 17:10:42.502,1
4898,WeldingTest_04_NG_labeled.csv,110,139,2022-08-03 16:37:44.927,2022-08-03 17:10:45.952,1
4899,WeldingTest_04_NG_labeled.csv,111,140,2022-08-03 16:37:46.667,2022-08-03 17:10:48.520,1
4900,WeldingTest_04_NG_labeled.csv,112,141,2022-08-03 16:37:50.119,2022-08-03 17:10:55.136,1
4901,WeldingTest_04_NG_labeled.csv,113,142,2022-08-03 16:37:51.851,2022-08-03 17:10:57.710,1
4902,WeldingTest_04_NG_labeled.csv,114,143,2022-08-03 16:37:53.573,2022-08-03 17:11:01.182,1
4903,WeldingTest_04_NG_labeled.csv,115,144,2022-08-03 16:37:56.529,2022-08-03 17:11:03.816,1
4904,WeldingTest_04_NG_labeled.csv,116,145,2022-08-03 16:37:58.045,2022-08-03 17:11:07.308,1
4905,WeldingTest_04_NG_labeled.csv,117,146,2022-08-03 17:09:19.664,2022-08-03 17:11:09.932,1
4906,WeldingTest_04_NG_labeled.csv,118,147,2022-08-03 17:09:22.996,2022-08-03 17:11:14.588,1
4907,WeldingTest_04_NG_labeled.csv,119,148,2022-08-03 17:09:25.804,2022-08-03 17:11:16.082,1
4908,WeldingTest_04_NG_labeled.csv,120,149,2022-08-03 17:09:29.000,2022-08-03 17:11:19.208,1
4909,WeldingTest_04_NG_labeled.csv,121,150,2022-08-03 17:09:31.812,2022-08-03 17:11:20.916,1
4910,WeldingTest_04_NG_labeled.csv,122,151,2022-08-03 17:09:35.076,2022-08-03 17:11:24.390,1
